"Total calls:","173040"
"Total drops:","9668"
"Desired drop rate:","3.00 %"
"Total blocking/drop rate:","5.59"
"Desired sale rate:","0.00 %"
"Actual sale rate:","1.49"
"Average call duration:","13.99 seconds"
"Erlangs:","1.7555"
"Estimated agents fielding calls:","5"
"Recommended agent count:","1"

"CALLING HOUR","CALLS","SALES","TOTAL TIME","AVG TIME","DROPPED HRS","BLOCKING","ERLANGS","REC AGENTS","EST AGENTS","CALLS/AGNT","REV/CALL","REV/AGENT","TOTAL REV","TOTAL COST","MARGIN"
"2026-02-24 09pm","13","1","0:12:50","0:00:59","0:00:00","0.0000","0.2131","1","1","13.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 08am","180","2","0:36:58","0:00:12","0:00:15","0.0167","0.6000","1","4","45.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 09am","952","15","4:04:25","0:00:15","0:01:56","0.0242","3.9667","1","9","105.78","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 10am","1347","9","4:30:46","0:00:12","0:03:41","0.0334","4.4900","1","9","149.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 11am","1417","16","5:08:19","0:00:13","0:05:49","0.0494","5.1169","1","9","157.44","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 12pm","650","8","2:08:11","0:00:12","0:03:56","0.0723","2.1667","1","5","130.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 01pm","1105","10","3:45:25","0:00:12","0:01:19","0.0154","3.6833","1","9","122.78","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 02pm","1518","17","5:43:43","0:00:14","0:03:50","0.0303","5.9033","1","11","138.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 03pm","1306","8","3:46:51","0:00:10","0:02:05","0.0199","3.6278","1","9","145.11","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 04pm","1503","13","4:36:46","0:00:11","0:00:41","0.0060","4.5925","1","11","136.64","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 05pm","966","5","3:43:17","0:00:14","0:03:01","0.0414","3.7567","1","8","120.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 06pm","107","0","0:12:54","0:00:07","0:01:21","0.1589","0.2081","1","2","53.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 07pm","103","9","0:49:45","0:00:29","0:00:35","0.0680","0.8297","1","3","34.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 08pm","76","3","0:33:07","0:00:26","0:01:05","0.1711","0.5489","1","2","38.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 09pm","48","2","0:11:37","0:00:15","0:00:00","0.0000","0.2000","1","1","48.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-25 10pm","1","0","0:00:08","0:00:08","0:00:00","0.0000","0.0022","1","1","1.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 08am","98","3","0:41:27","0:00:25","0:00:00","0.0000","0.6806","1","1","98.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 09am","865","18","5:16:42","0:00:22","0:00:45","0.0104","5.2861","1","12","72.08","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 10am","1287","14","4:41:53","0:00:13","0:03:45","0.0350","4.6475","1","9","143.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 11am","1260","17","5:14:35","0:00:15","0:03:29","0.0333","5.2500","1","10","126.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 12pm","759","8","2:51:19","0:00:14","0:04:26","0.0698","2.9517","1","6","126.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 01pm","909","12","3:52:15","0:00:15","0:03:26","0.0462","3.7875","1","8","113.62","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 02pm","1302","19","5:06:54","0:00:14","0:02:17","0.0215","5.0633","1","10","130.20","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 03pm","971","16","3:50:57","0:00:14","0:06:46","0.0772","3.7761","1","7","138.71","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 04pm","1043","12","3:28:27","0:00:12","0:06:13","0.0719","3.4767","1","7","149.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 05pm","610","8","2:32:02","0:00:15","0:02:53","0.0574","2.5417","1","6","101.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 06pm","90","4","0:27:59","0:00:19","0:01:36","0.2222","0.4750","1","2","45.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 07pm","53","17","0:45:51","0:00:52","0:00:20","0.0755","0.7656","1","3","17.67","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 08pm","195","15","1:09:46","0:00:21","0:03:30","0.2154","1.1375","1","3","65.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 09pm","115","5","0:35:07","0:00:18","0:00:35","0.0609","0.5750","1","3","38.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-26 10pm","4","2","0:04:14","0:01:04","0:00:00","0.0000","0.0711","1","1","4.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 09am","854","10","3:31:40","0:00:15","0:06:22","0.0902","3.5583","1","6","142.33","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 10am","1038","16","4:13:35","0:00:15","0:06:28","0.0742","4.3250","1","8","129.75","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 11am","1060","9","3:42:31","0:00:13","0:05:29","0.0623","3.8278","1","7","151.43","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 12pm","737","9","2:43:43","0:00:13","0:06:34","0.1072","2.6614","1","5","147.40","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 01pm","573","9","2:03:34","0:00:13","0:03:25","0.0716","2.0692","1","5","114.60","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 02pm","1061","9","3:19:02","0:00:11","0:03:00","0.0339","3.2419","1","7","151.57","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 03pm","827","11","3:24:46","0:00:15","0:07:30","0.1088","3.4458","1","6","137.83","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 04pm","59","2","0:21:35","0:00:22","0:00:35","0.1186","0.3606","1","2","29.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 05pm","11","3","0:10:43","0:00:58","0:00:05","0.0909","0.1772","1","2","5.50","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 06pm","9","6","0:18:37","0:02:04","0:00:00","0.0000","0.3100","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 07pm","15","7","0:22:04","0:01:28","0:00:00","0.0000","0.3667","1","1","15.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 08pm","30","13","0:34:17","0:01:09","0:00:00","0.0000","0.5750","1","1","30.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 09pm","14","3","0:14:52","0:01:04","0:00:00","0.0000","0.2489","1","1","14.00","$0.00","$0.00","$0.00","$0.00","$0.00"
"2026-02-27 10pm","9","5","0:10:17","0:01:09","0:00:00","0.0000","0.1725","1","1","9.00","$0.00","$0.00","$0.00","$0.00","$0.00"
